period,accountsReceivableTradeNet,additionalPaidInCapital,cashEquivalents,cashandShortTermInvestments,commonStockTotal,currentPortofLTDebtCapitalLeases,deferredIncomeTax,intangiblesNet,longTermDebt,longTermInvestments,noteReceivableLongTerm,notesPayableShortTermDebt,otherCurrentAssetsTotal,otherCurrentliabilitiesTotal,otherEquityTotal,otherLiabilitiesTotal,otherLongTermAssetsTotal,otherReceivables,payableAccrued,propertyPlantEquipmentTotalNet,retainedEarnings,tangibleBookValueperShare,totalAssets,totalCommonSharesOutstanding,totalCurrentAssets,totalCurrentLiabilities,totalDebt,totalEquity,totalInventory,totalLiabilities,totalLiabilitiesShareholdersEquity,totalLongTermDebt,totalReceivablesNet,unrealizedGainLoss,costofRevenueTotal,depreciationAmortization,dilutedAverageShares,dilutedEPS,grossProfit,interestIncExpNetNonOperatingTotal,netIncome,netIncomeAfterTaxes,netIncomeBeforeTaxes,operatingIncome,otherNonOperatingIncExpNet,provisionforIncomeTaxes,researchDevelopment,revenue,sellingGeneralAdminExpensesTotal,totalOperatingExpense,unusualExpenseIncome,amortization,capitalExpenditures,cashInterestPaid,cashTaxesPaid,cashfromFinancingActivities,cashfromInvestingActivities,cashfromOperatingActivities,changesinWorkingCapital,depreciationDepletion,financingCashFlowItems,foreignExchangeEffects,issuanceRetirementofDebtNet,issuanceRetirementofStockNet,netChangeinCash,netIncomeStartingLine,nonCashItems,otherInvestingCashFlowItemsTotal,totalCashDividendsPaid,ticker,market,cash,minorityInterest_x,totalPreferredSharesOutstanding,treasuryStockCommon,gainLossonSaleofAssets,interestExpIncNetOperatingTotal,minorityInterest_y,otherOperatingExpensesTotal,totalAdjustmentstoNetIncome,accountsPayable,shortTermInvestments,accruedExpenses,accumulatedDepreciationTotal,goodwillNet,prepaidExpenses,propertyPlantEquipmentTotalGross,eSOPDebtGuarantee,preferredStockNonRedeemableNet,otherRevenueTotal,redeemablePreferredStockTotal,insuranceReceivables,otherAssetsTotal,policyLiabilities,amortizationofPolicyAcquisitionCosts,lossesBenefitsandAdjustmentsTotal,netInvestmentIncome,realizedUnrealizedGainsLosses,totalPremiumsEarned,minorityInterest,deferredTaxes,cashDuefromBanks,customerLiabilityAcceptances,netLoans,otherEarningAssetsTotal,totalDeposits,interestIncomeBank,loanLossProvision,netInterestIncAfterLoanLossProv,netInterestIncome,nonInterestExpenseBank,nonInterestIncomeBank,totalInterestExpense,deferredPolicyAcquisitionCosts,cashPayments,cashReceipts,totalUtilityPlantNet,otherBearingLiabilitiesTotal,totalShortTermBorrowings,equityInAffiliates
2019-02-28,47.196,26.283,94.477,94.477,0.155,2.815,7.882,114.77,266.438,0.46,,0.0,,1.093,2.186,29.16,,0.0,,5.462,-102.77,-1.31519,705.661,480.68051,141.698,165.592,269.253,236.589,0.025,469.072,705.661,266.438,47.196,,26.259,,480.68051,-0.00864,83.369,-12.5,-3.155,-3.155,-2.546,10.491,-0.537,0.609,,109.628,72.878,72.878,,37.303,-17.098999999999997,4.96,2.806,-5.885,-17.098999999999997,55.81399999999999,23.213,-16.848,-4.959999999999999,-0.611,-0.925,0.0,32.219,-2.5540000000000003,14.700000000000001,0.0,,TRN.L,L,,,,,,,,,,161.684,,,,443.271,,,,310.735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,45.0,709.9,459.4,459.4,90.0,240.7,81.3,728.9,693.5,24.9,9.9,0.0,12.5,119.7,2.6,1.6,91.9,0.0,421.8,265.0,-402.6,-0.89573,2004.5,874.1434,516.9,782.2,1059.9,312.9,,1691.6,2004.5,819.2,45.0,,180.7,9.9,874.2,0.05971,589.3,-25.1,35.1,34.2,25.9,51.0,,-8.3,,770.0,,538.3,9.9,40.39999999999999,-34.3,25.200000000000003,-2.8000000000000003,-49.39999999999999,-32.5,110.19999999999999,-17.700000000000003,30.799999999999997,-0.29999999999999893,-2.3000000000000003,-25.80000000000001,-0.09999999999999998,25.999999999999993,51.0,5.699999999999989,1.8000000000000114,-23.200000000000003,WMH.L,L,,7.3,,-87.0,,-0.5,0.9,519.0,,,,,-289.1,367.0,,554.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-02,69.4,709.9,433.4,433.4,90.0,247.9,70.5,1101.6,693.1,30.9,7.4,0.0,1.7,109.5,9.9,17.2,61.5,0.0,399.9,281.3,-413.3,-0.90642,1987.2,874.09879,504.5,757.3,1068.7,309.3,,1677.9,1987.2,820.8,69.4,,197.2,8.3,871.8,0.05747,614.5,-25.4,-62.0,-61.2,-63.5,-38.1,,-2.3,,811.7,,652.5999999999999,106.0,35.2,-60.3,18.9,5.9,80.1,-229.7,72.4,-41.9,35.8,-9.3,0.1,157.5,-0.4,-77.1,-38.1,81.4,-169.4,-67.7,WMH.L,L,,12.1,,-87.2,,-0.4,-0.8,538.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-01,61.7,689.4,510.5,510.5,88.7,,63.8,469.4,719.7,44.7,4.8,0.0,1.7,42.0,6.6,,52.4,0.0,387.3,149.8,-397.8,-0.4502,1511.7,860.06827,573.9,429.3,719.7,298.9,,1212.8,1511.7,719.7,61.7,,193.1,1.0,855.3,0.10195,625.6,-16.9,87.2,87.2,97.7,114.4,0.2,10.5,,818.7,,511.19999999999993,4.6,26.5,-74.19999999999999,17.700000000000003,5.200000000000001,-39.7,-83.69999999999999,87.1,-57.900000000000006,10.2,-3.1,1.9,,0.09999999999999987,-34.400000000000006,114.39999999999998,-6.100000000000023,-9.5,-36.7,WMH.L,L,,,,-88.0,,-3.0,,508.6,,,,,-368.1,216.7,,517.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,576.4,97.2,209.9,209.9,3.6,45.3,2.1,44.5,148,84,28.9,33.4,0.2,38.8,,50.8,32.7,3.6000000000000227,589.9,295.1,401.7,0.58578,1649.5,143.05672,790.1,723.6,448.5,502.5,,1147.0,1649.5,369.8,580.0,,,35.9,141.8,0.52471,,1.4,65.4,66.0,90.9,89.5,,24.9,,1083.0,695.2,993.5,-1.4,5.6000000000000005,-8.0,13.200000000000001,12.3,-146.6,-10.0,216.4,85.69999999999999,30.3,-0.9999999999999999,-10.4,-139.0,0.3000000000000007,49.4,66.0,28.800000000000004,-2.0,-6.899999999999999,SVS.L,L,,0.7,,,,,-0.6,263.8,,,,16.2,,374.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,488.7,96.8,161.2,161.2,3.6,45.9,4.9,47.0,148,83,29.4,152.1,0.1,23.4,,50.6,31.5,5.900000000000034,402.6,309.7,360.6,0.1979,1542.2,142.99869,655.9,642.9,580.3,461.0,,1081.2,1542.2,382.3,494.6,,,35.1,140.0,0.1815,,-1.4,17.5,17.6,24.7,26.1,,7.1,,847.0,545.3,820.9,-0.3,4.8,-15.5,4.6,13.5,75.8,-18.3,-121.0,-188.1,30.3,-0.9,0.1,126.9,-13.8,-63.4,17.6,14.4,-2.8,-36.4,SVS.L,L,,0.5,,,,,-0.1,240.8,,,,18.9,,385.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,57.012,143.896,,43.611,3.962,,1.104,167.719,94.02,8.432,25.185,0.0,,0.0,,,,0.7060000000000031,35.291,37.767,80.025,0.62781,482.659,78.58775,238.232,156.614,102.989,222.381,4.633,260.278,482.659,102.989,57.718,,434.163,5.614,78.608,0.26359,88.404,-1.224,20.72,20.68,27.038,28.262,,6.358,,522.567,55.239,60.141999999999996,,6.748,-4.857000000000001,1.329,6.040000000000001,0.9320000000000004,-4.704,11.794999999999998,-26.283,2.1640000000000006,-2.3979999999999997,,22.945,1.499,8.023,27.038,2.128,0.153,-21.113999999999997,TEP.L,L,43.611,-0.429,,-5.502,,,0.04,-0.711,,,,121.323,,5.324,132.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,48.089,142.405,,35.588,3.954,,0.844,170.089,69.712,8.53,21.939,0.0,,-0.765,,,,0.0,36.039,34.917,79.858,0.5776,410.169,78.43165,169.37,112.688,76.311,220.715,4.914,189.454,410.169,76.311,48.089,,273.914,5.614,78.604,0.19326,79.293,-0.832,15.191,15.08,21.074,21.906,,5.994,,353.207,52.39,57.387,,6.597,-5.462,1.253,11.057,-10.569,-5.233,27.224,-4.077,1.978,-1.253,,11.107,0.677,11.422,21.074,1.652,0.229,-21.1,TEP.L,L,35.588,-0.389,,-5.502,,,0.111,-0.617,,,,77.414,,5.324,80.779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,48.45,141.732,,24.166,3.95,,0.0,173.655,59.598,8.621,19.052,0.0,,5.065,,,,0.0,31.064,30.579,85.187,0.59203,433.818,78.35478,196.587,147.515,61.214,225.367,4.781,208.451,433.818,61.214,48.45,,415.634,5.614,78.38,0.23784,77.995,-0.729,18.642,18.47,23.699,24.428,,5.229,,493.629,49.085,53.56700000000001,,6.3340000000000005,-4.514,0.5750000000000001,6.951,-7.604999999999999,-4.449,3.4490000000000016,-29.876999999999995,1.603,-0.5750000000000001,,9.869,2.583,-8.605,23.699,1.6899999999999995,0.06499999999999995,-19.481999999999996,TEP.L,L,24.166,-0.278,,-5.502,,,0.172,-1.132,,,,111.386,,5.324,119.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,192.7,851.3,,336.7,16.5,84.2,0.5,1272.6,884.8,0.0,2.0,33.9,36.2,39.6,-16.8,83.8,70.2,4.800000000000011,639.7,484.5,-101.9,-0.287,2628.9,1824.01445,799.6,797.4,1101.6,749.1,229.2,1879.8,2628.9,983.5,197.5,,148.8,,1203.0,-0.15904,-2.8,-64.1,-200.3,-199.8,-227.4,-159.3,-4.0,-27.6,,146.0,142.7,156.5,13.8,33.8,-161.5,31.3,7.0,597.3,-159.9,-179.4,-82.9,24.7,-52.2,-6.5,5.7,643.8,251.5,-199.8,44.8,1.6,,AML.L,L,323.2,14.6,,,,,-0.5,,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,249.7,352.3,,80.1,2.1,92.6,9.9,1183.6,839.1,0.2,1.8,36.3,36.7,27.2,-2.7,65.0,45.7,0.30000000000001137,731.2,432.3,-33.3,-1.21821,2231.1,710.223,567.5,887.3,1065.3,318.4,200.7,1912.7,2231.1,936.4,250.0,,383.5,,1030.586,-0.03577,189.9,-21.4,-62.6,-54.8,-40.8,-14.3,-5.1,14.0,,573.4,164.6,204.20000000000005,39.6,79.9,-148.0,28.9,5.0,122.30000000000001,-146.2,-1.4000000000000021,-102.8,27.400000000000002,-32.6,6.3,154.89999999999998,0.0,-19.000000000000004,-41.60000000000001,35.699999999999996,1.7999999999999998,,AML.L,L,71.2,14.1,,,,,-7.8,0.0,,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,202.2,352.3,,89.5,2.1,87.2,0.0,1154.5,745.6,0.0,2.1,36.7,37.4,18.2,-18.3,76.5,34.8,0.0,734.2,412.0,28.0,-1.11289,2174.7,710.223,571.3,876.3,970.5,364.1,242.2,1810.6,2174.7,846.6,202.2,,259.2,,710.214,-0.07015,147.9,-36.3,-63.8,-62.8,-78.8,-37.7,-4.8,-16.0,,407.1,164.1,185.60000000000002,21.5,32.5,-162.2,23.1,7.5,121.0,-159.0,20.8,2.3,24.7,-23.5,-0.5,144.5,0.0,-17.7,-62.8,24.1,3.2,,AML.L,L,89.5,11.2,,,,,-1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,25.3,83.1,259.4,259.4,11.0,132.3,140.8,,759.4,1961.0,,0.0,10.7,11.9,39.8,4.1,4.7,0.0,54.7,43.1,1068.5,2.94799,2305.6,407.39576,295.4,198.9,891.7,1202.4,,1103.2,2305.6,759.4,25.3,,13.9,,407.39576,0.16372,56.8,-11.5,68.0,66.7,74.4,85.6,0.3,7.7,,70.7,10.0,-28.8,0,,0.5,12.4,6.5,-52.99999999999999,180.60000000000002,27.5,-11.999999999999998,0.4,-2.2,-3.3,-41.19999999999999,,151.79999999999998,85.60000000000001,-46.49999999999999,180.10000000000002,-9.599999999999998,CLI.L,L,,0,,,,-46.2,0.0,7.4,,,,,-4.6,1.4,,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,18.9,83.1,107.6,107.6,11.0,61.5,152.6,,897.8,2036.6,,0.0,135.1,5.5,,5.8,4.8,0.0,53.2,44.3,1078.2,2.87411,2348.7,407.39576,261.6,120.2,959.3,1172.3,,1176.4,2348.7,897.8,18.9,,13.8,,407.39576,0.1701,53.8,-15.1,67.5,68.5,84.6,97.8,1.9,16.1,,67.6,9.9,-44.0,0,,-1.0,10.4,6.5,103.6,-116.9,21.4,-14.4,0.6,-1.4,-0.8,124.1,,7.3,97.8,-62.6,-115.9,-19.1,CLI.L,L,,0,,,,-60.2,0.8,6.3,,,,,-4.3,1.4,,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,405.7,14.2,114.1,117.8,81.8,26.0,39.1,647.8,382.5,,3.9,60.9,3.4,97.6,39.6,112.1,124.3,2.400000000000034,391.0,363.6,703.0,0.70121,2012.5,272.1,872.9,575.5,534.1,838.6,343.6,1173.9,2012.5,447.2,408.1,,483.0,9.4,271.5,0.32604,384.0,-8.7,74.0,74.0,93.6,102.2,0.1,19.6,,867.0,,281.79999999999995,9.7,,-20.5,8.8,16.7,-41.7,-42.2,98.8,-64.2,54.6,-8.8,10.2,-33.3,0.4,25.1,102.2,6.2,-21.7,0.0,IMI.L,L,,,,,,-0.3,,263.0,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,389.7,14.1,88.2,91.8,81.8,43.2,27.5,618.8,357.9,,2.3,60.1,6.2,99.4,21.3,101.4,70.1,2.5,359.4,361.4,592.7,0.3348,1823.6,272.1,771.0,562.1,526.0,709.9,280.8,1113.7,1823.6,422.7,392.2,,548.0,11.4,271.4,0.46868,415.0,-6.8,79.3,79.3,96.6,103.6,-0.2,17.3,,963.0,,311.4,35.7,,-37.4,8.299999999999999,18.300000000000004,-125.9,-79.2,201.9,40.699999999999996,55.900000000000006,-8.299999999999999,1.2000000000000002,-78.80000000000001,1.6,-2.0,103.60000000000001,1.7000000000000002,-41.800000000000004,-40.39999999999999,IMI.L,L,,,,,,-1.6,,265.9,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,427.9,13.3,101.1,104.5,81.8,105.5,29.3,599.9,376.3,,2.0,71.0,2.9,77.5,28.9,106.3,56.6,2.6000000000000227,384.5,372.1,550.0,0.27228,1888.6,272.15116,858.0,638.5,617.0,674.0,320.1,1214.6,1888.6,440.5,430.5,,511.0,9.7,271.0,0.3262,399.0,-7.7,76.8,74.0,92.7,100.7,-0.3,18.7,,910.0,,298.29999999999995,10.0,,-28.4,11.1,21.9,-102.9,-26.3,112.9,-45.8,54.8,-11.1,-3.2,-16.4,-5.0,-19.5,100.7,3.2,2.1,-70.4,IMI.L,L,,,,,,-2.4,,281.0,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,126.7,,,146.4,12.8,25.9,3.2,19.6,666.3,,,0.0,,72.6,,4.6,0.0,46.39999999999999,,717.9,104.2,0.0897,1095.1,1000.0,354.3,201.7,799.7,112.6,9.4,982.5,1095.1,773.8,173.1,,65.0,,1000.0,-0.05766,36.8,-69.6,-61.3,-61.5,-57.5,12.1,,4.0,,101.8,24.1,24.700000000000003,0.6,,-27.1,32.7,38.2,-1.5,-26.6,-45.5,-94.5,36.1,,-1.1,-1.5,,-74.7,-57.5,70.4,0.5,,HTWS.L,L,142.9,-0.8,,-4.4,,,0.2,,,12.5,3.5,90.7,-625.7,3.3,25.4,1343.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,122.7,0.0,,221.1,12.8,40.6,3.1,24.2,665.1,0.0,,0.0,,76.0,,5.9,41.0,43.8,,740.1,167.5,0.14795,1220.5,996.95373,411.0,266.9,809.9,175.9,9.3,1044.6,1220.5,769.3,166.5,,65.037,4.157,978.59979,-0.08639,34.737,-35.103,-107.169,-107.453,-52.313,-17.21,,55.14,,99.774,14.672,51.94699999999999,33.118,,-26.658,4.647000000000006,11.405000000000001,163.079,-26.501000000000005,21.043000000000003,2.1680000000000064,36.127999999999986,40.4,0.19899999999999995,-1.2209999999999965,123.9,157.82,-52.313,35.059999999999995,0.15700000000000003,,HTWS.L,L,216.8,-0.6,,-4.4,,,0.284,,,18.0,4.3,132.3,-597.2,4.2,14.1,1337.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,118.268,186.951,,63.267,909.154,26.163,6.348,37.092,663.67,0.0,,0.0,,79.401,,16.526,55.346,31.137,,742.088,-1004.71,0.04966,1089.684,909.12491,246.005,209.042,792.916,91.395,9.449,998.289,1089.684,766.753,149.405,,64.148,5.211,909.12491,0.00377,33.197,-3.835,-6.423,-6.655,-3.779,0.056,,2.876,,97.345,12.781,33.141000000000005,15.149,,-35.185,33.462,0.669,-1.5630000000000024,-35.08,10.447,-32.569,37.284000000000006,,-0.30199999999999994,-1.5630000000000024,,-26.497999999999998,-3.779,9.511000000000003,0.10500000000000043,,HTWS.L,L,56.794,-0.38,,,,,0.232,,,12.59,6.473,90.888,-572.157,9.153,23.884,1314.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,83.326,186.951,,89.765,909.154,39.852,6.348,30.957,662.622,0.0,,0.0,,55.336,,16.526,31.362,42.29400000000001,,762.004,-995.471,0.06657,1085.731,909.12491,252.255,196.788,805.483,100.634,9.979,985.097,1085.731,765.631,125.62,,67.376,5.196,909.12491,-0.00971,29.594,-15.739,-12.874,-13.058,-9.977,5.762,,3.081,,96.97,12.409,23.831999999999994,6.227,,-20.734,5.802999999999997,0.853,-1.6829999999999998,-30.697000000000003,12.507000000000001,-31.656,38.178,,0.14700000000000002,-1.6829999999999998,,-19.726000000000003,-9.976999999999999,15.962,-9.963000000000001,,HTWS.L,L,53.275,-0.196,,,,,0.184,,,13.548,36.49,88.052,-548.348,9.153,26.891,1310.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-26,1.777,143.294,47.413,47.413,2.094,62.614,38.212,12.378,843.477,11.572,,0.0,1.911,30.564,-45.787,57.096,9.706,1.8100000000000003,,2049.025,215.199,2.88907,2177.849,104.678,95.168,381.589,1448.766,314.8,23.453,1863.049,2177.849,1386.152,3.587,,,,104.81029,0.41913,,-29.145,26.18,26.18,35.677,67.825,,9.497,,933.021,,865.196,12.945,1.925,-34.532,15.083,21.48,27.806,-135.778,112.435,-26.054,62.143,-0.321,,52.213,-15.715,4.463,26.18,48.241,-101.246,-8.371,JDW.L,L,,,,,-3.003,,,852.251,,165.309,,123.102,-926.403,,18.804,2975.428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-28,21.903,143.294,42.95,42.95,2.102,3.287,39.416,23.07,770.076,5.531,,0.0,,15.058,-35.36,62.257,19.697,0.0,308.326,1384.971,206.776,2.79493,1521.839,105.098,88.57,326.671,779.97,316.812,23.717,1205.027,1521.839,776.683,21.903,,,,105.37766,0.3825,,-16.263,34.829,34.829,46.794,64.056,,11.965,,929.187,,865.131,4.39,3.7870000000000004,-28.235999999999997,16.401,11.122000000000002,1.1240000000000023,-61.96199999999999,66.43400000000001,-49.434,36.95399999999999,-5.806,,23.59,-12.442999999999998,5.596,34.829,40.297999999999995,-33.726000000000006,-4.216999999999999,JDW.L,L,,,,,-0.999,,,860.741,,,,,-896.672,,,2281.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-27,1.593,143.294,37.354,37.354,2.11,3.207,38.506,23.313,750.017,7.467,,0.0,3.383,34.736,-16.26,49.153,23.357,1.032,,1356.259,182.951,2.73724,1498.237,105.501,87.841,340.371,761.319,312.095,22.769,1186.142,1498.237,758.112,2.625,,,,105.50104,0.37628,,-13.195,37.948,37.948,48.625,61.836,,10.677,,889.606,,827.77,1.635,3.847,-26.085,17.556,8.539,-45.418,-87.476,107.157,-3.072,36.825,-0.462,,-27.561,-8.96,-25.737,37.948,31.609,-61.391,-8.435,JDW.L,L,,,,,-0.016,,,826.135,,202.514,,99.914,-862.742,,21.71,2219.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-30,106.1,74.2,255.5,257.1,12.8,4.5,,,346.9,6.2,56.8,0.0,,8.2,,143.3,5.8,17.30000000000001,339.8,9.7,721.0,3.03207,1656.3,256.92054,1548.8,352.5,357.0,808.0,1168.3,848.3,1656.3,352.5,123.4,,204.1,,256.8,0.10436,35.9,-6.6,-40.5,-40.5,-51.2,-44.6,,-10.7,,240.0,24.8,80.50000000000003,55.7,,-0.2,4.4,8.1,212.4,-3.3,-124.2,-136.3,5.2,0.4,,213.5,-1.5,84.9,-40.5,47.4,-3.1,0.0,CRST.L,L,,,,,,,,,,,1.6,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-31,145.3,74.2,170.6,171.6,12.8,1.9,0.0,,131.5,8.2,58.5,0.0,,8.1,,167.4,6.4,0.0,412.9,6.1,767.4,3.21267,1576.2,256.92054,1468.0,422.9,133.4,854.4,1151.1,721.8,1576.2,131.5,145.3,,501.3,,256.66182,0.12981,83.2,-5.5,30.6,30.6,38.3,43.8,,7.7,,584.5,36.0,39.400000000000034,3.4,,-2.0999999999999996,6.1,13.0,-150.2,-15.4,150.8,105.3,1.4,1.3,,-120.0,-2.8,-14.799999999999999,30.6,13.5,-13.3,-28.700000000000003,CRST.L,L,,,,,,,,,,,1.0,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-30,129.0,74.2,185.4,187.9,12.8,1.9,0.0,,251.8,7.0,67.2,0.0,,13.9,,144.2,8.0,0.0,344.8,5.4,773.8,3.23758,1617.4,256.92054,1500.8,360.6,253.7,860.8,1183.9,756.6,1617.4,251.8,129.0,,401.6,,257.2,0.20179,100.3,-6.4,51.9,51.9,64.4,70.8,,12.5,,501.9,29.5,29.5,,,-1.7,5.0,11.2,26.1,0.6,-25.6,-96.8,1.1,0.0,,83.1,-1.0,1.1,51.9,18.2,2.3,-56.0,CRST.L,L,,,,,,,,,,,2.5,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,179.8,462.0,380.8,380.8,5.8,456.5,13.8,753.2,690.0,13.6,47.7,0.0,,39.1,,43.4,26.5,9.0,498.2,1988.8,-12.6,-0.5582,3434.2,533.85604,604.4,993.8,2315.0,455.2,34.8,2979.0,3434.2,1858.5,188.8,,358.4,204.2,448.92255,-0.08197,856.2,-24.5,-36.1,-32.7,-34.3,-6.7,-3.1,-1.6,,1214.6,500.7,862.9,,4.0,-122.6,10.4,20.1,160.1,-144.7,137.3,-63.1,200.2,-26.1,-5.2,-21.3,207.5,147.5,-32.7,28.9,-22.1,0.0,SSPG.L,L,,69.5,,,,,-3.4,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,205.4,461.2,233.3,233.3,4.8,128.8,13.7,747.1,587.9,17.3,54.3,0.0,,35.5,,58.2,28.2,0.799999999999983,551.9,466.5,-138.0,-0.94211,1791.6,444.85252,478.2,716.2,716.7,328.0,38.7,1463.6,1791.6,587.9,206.2,,437.3,53.5,468.30294,0.21375,1095.7,-10.8,98.6,114.2,145.8,157.6,-1.0,31.6,,1533.0,727.4,938.1000000000001,,3.9000000000000004,-82.3,11.8,18.400000000000002,-103.5,-77.10000000000001,243.89999999999998,29.300000000000004,49.599999999999994,-39.4,3.9000000000000004,111.5,,67.2,114.2,46.900000000000006,5.2,-175.60000000000002,SSPG.L,L,,87.6,,,,,-15.6,157.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,178.1,461.2,166.1,166.1,4.8,90.5,12.5,724.8,509.0,13.8,54.9,0.0,,47.8,,45.3,25.7,8.200000000000017,461.9,420.5,-89.7,-0.78353,1628.0,444.78252,388.3,600.2,599.5,376.3,35.9,1251.7,1628.0,509.0,186.3,,369.4,53.7,448.32571,0.0629,892.2,-7.0,28.3,39.3,51.4,61.6,-3.2,12.1,,1261.6,633.7,830.6,,5.0,-111.7,6.7,18.7,76.9,-115.7,57.3,-62.7,48.7,-18.5,-0.2,120.6,,18.3,39.3,27.0,-4.0,-25.2,SSPG.L,L,,84.7,,,,,-11.0,143.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,234.2,,172.2,172.2,4.5,4.8,10.4,165.8,298.2,41.9,18.3,0.0,,154.5,,139.5,4.5,13.600000000000023,,45.2,882.6,1.60289,1737.1,450.0,1461.4,372.9,329.7,887.1,1041.4,850.0,1737.1,324.9,247.8,,401.6,5.1,450.9,0.08339,79.6,6.2,36.4,36.4,43.7,41.0,-3.5,7.3,,481.2,33.3,38.599999999999966,0.2,6.1,-4.9,1.9,45.4,248.3,-4.8,-146.9,-198.4,4.2,,,294.5,0,96.6,43.7,-2.5,0.1,-46.2,CSP.L,L,,2.3,,,,,0.0,,,84.3,0.0,129.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,232.8,,75.6,80.6,4.5,,10.9,170.9,2.2,65.7,15.2,0.0,,26.5,,130.6,5.3,0.0,322.6,12.8,892.3,1.61311,1391.9,450.0,1122.0,349.1,2.2,896.8,808.6,495.1,1391.9,2.2,232.8,0.0,576.5,5.1,454.0,0.24758,153.6,25.9,110.6,110.9,133.3,110.2,-2.8,22.4,,730.1,37.7,43.39999999999998,0.6,5.8999999999999995,-5.7,2.5,9.5,-66.8,54.1,88.2,-31.299999999999997,1.5000000000000002,,,-40.0,0,75.5,133.3,-21.200000000000003,59.800000000000004,-26.8,CSP.L,L,,2.3,,,,,-0.3,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,234.6,,13.2,13.2,4.5,,11.9,175.2,39.9,55.6,15.0,13.1,,16.8,,94.2,8.9,0.0,303.8,10.0,806.2,1.41222,1292.4,450.0,1027.7,333.7,53.0,810.7,779.9,481.7,1292.4,39.9,234.6,0.0,407.0,5.1,446.2,0.14724,100.0,14.8,57.1,57.5,70.3,60.2,-4.7,12.8,,507.0,28.3,39.80000000000001,6.4,5.8,-5.2,1.3,18.4,-2.2,-11.9,-33.0,-103.7,0.7,,,40.0,-13,-47.1,70.3,-6.1,-6.7,-29.2,CSP.L,L,,2.0,,,,,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,42.6,3.7,99.5,99.5,3.3,6.0,4.0,79.9,,0.9,0.6,17.7,,103.6,-2.1,,2.8,0.0,,46.3,160.5,-0.20551,433.1,368.34779,142.1,235.6,52.5,164.7,,268.4,433.1,28.8,42.6,,,10.8,367.85264,0.06443,,-4.4,21.9,21.9,23.1,27.5,,1.2,16.3,283.0,97.1,255.5,0.7,10.3,-11.200000000000001,0.8999999999999999,1.7999999999999998,-30.8,-18.30000000000001,37.89999999999999,-4.2,6.6,-0.8999999999999999,-0.3,-19.0,0.1,-11.5,23.099999999999998,2.0999999999999996,-7.100000000000001,-11.0,888.L,L,,,,-0.7,,,,130.6,,28.4,,79.9,,160.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
